date,excercise_name,set_num,weight,rep
2022-02-18,Seated Row (Cable),1,180.779055,12
2022-02-18,Seated Row (Cable),2,180.779055,9
2022-02-22,Bench Press (Barbell),1,44.09245244,12
2022-02-22,Bench Press (Barbell),2,110.2311311,12
2022-02-22,Bench Press (Barbell),3,176.3698097,3
2022-02-22,Bench Press (Barbell),4,198.416036,6
2022-02-22,Bench Press (Barbell),5,187.3929229,6
2022-02-22,Bench Press (Barbell),6,176.3698097,6
2022-02-22,Chest Fly,1,130.0727347,12
2022-02-22,Chest Fly,2,130.0727347,12
2022-02-22,Chest Fly,3,130.0727347,9
2022-02-22,Overhead Press (Barbell),1,132.2773573,7
2022-02-22,Overhead Press (Barbell),2,132.2773573,7
2022-02-22,Overhead Press (Barbell),3,132.2773573,5
2022-02-22,Lateral Raise (Dumbbell),1,30.86471671,20
2022-02-22,Lateral Raise (Dumbbell),2,30.86471671,14
2022-02-22,Chin Up,1,0,10
2022-02-22,Chin Up,2,0,5
2022-02-22,Chin Up,3,0,4
2022-02-22,Seated Row (Cable),1,189.5975455,12
2022-02-22,Seated Row (Cable),2,180.779055,10
2022-02-22,Seated Row (Cable),3,174.1651871,9
2022-02-22,Lat Pulldown (Machine),1,194.0067907,7
2022-02-22,Lat Pulldown (Machine),2,174.1651871,7
2022-02-22,Lat Pulldown (Machine),3,165.3466966,7
2022-02-22,Reverse Fly (Machine),1,119.0496216,19
2022-02-22,Reverse Fly (Machine),2,119.0496216,12
2022-02-22,Bicep Curl (Dumbbell),1,22.04622622,15
2022-02-22,Bicep Curl (Dumbbell),2,22.04622622,10
2022-02-26,Bench Press (Barbell),1,44.09245244,12
2022-02-26,Bench Press (Barbell),2,110.2311311,12
2022-02-26,Bench Press (Barbell),3,176.3698097,3
2022-02-26,Bench Press (Barbell),4,198.416036,6
2022-02-26,Bench Press (Barbell),5,187.3929229,6
2022-02-26,Bench Press (Barbell),6,176.3698097,5
2022-02-26,Chin Up,1,0,7
2022-02-26,Chin Up,2,0,6
2022-02-26,Chin Up,3,0,4
2022-02-26,Overhead Press (Barbell),1,132.2773573,11
2022-02-26,Overhead Press (Barbell),2,132.2773573,8
2022-02-26,Overhead Press (Barbell),3,132.2773573,7
2022-02-26,Seated Row (Cable),1,194.0067907,13
2022-02-26,Seated Row (Cable),2,180.779055,13
2022-02-26,Seated Row (Cable),3,174.1651871,13
2022-03-01,Bench Press (Barbell),1,44.09245244,12
2022-03-01,Bench Press (Barbell),2,110.2311311,12
2022-03-01,Bench Press (Barbell),3,176.3698097,4
2022-03-01,Bench Press (Barbell),4,198.416036,5
2022-03-01,Bench Press (Barbell),5,187.3929229,6
2022-03-01,Bench Press (Barbell),6,176.3698097,5
2022-03-01,Chest Fly,1,134.4819799,10
2022-03-01,Chest Fly,2,130.0727347,12
2022-03-01,Chest Fly,3,130.0727347,10
2022-03-01,Overhead Press (Barbell),1,154.3235835,5
2022-03-01,Overhead Press (Barbell),2,143.3004704,7
2022-03-01,Overhead Press (Barbell),3,143.3004704,6
2022-03-01,Lateral Raise (Dumbbell),1,30.86471671,24
2022-03-01,Lateral Raise (Dumbbell),2,30.86471671,16
2022-03-02,Chin Up,1,0,7
2022-03-02,Chin Up,2,0,5
2022-03-02,Chin Up,3,0,5
2022-03-02,Seated Row (Cable),1,200.6206586,14
2022-03-02,Seated Row (Cable),2,194.0067907,12
2022-03-02,Seated Row (Cable),3,189.5975455,8
2022-03-02,Lat Pulldown (Machine),1,194.0067907,8
2022-03-02,Lat Pulldown (Machine),2,174.1651871,10
2022-03-02,Lat Pulldown (Machine),3,165.3466966,9
2022-03-02,Reverse Fly (Machine),1,119.0496216,21
2022-03-02,Reverse Fly (Machine),2,119.0496216,12
2022-03-02,Bicep Curl (Dumbbell),1,44.09245244,17
2022-03-02,Bicep Curl (Dumbbell),2,44.09245244,11
2022-03-06,Bench Press (Barbell),1,44.09245244,12
2022-03-06,Bench Press (Barbell),2,110.2311311,12
2022-03-06,Bench Press (Barbell),3,176.3698097,4
2022-03-06,Bench Press (Barbell),4,198.416036,6
2022-03-06,Bench Press (Barbell),5,187.3929229,6
2022-03-06,Bench Press (Barbell),6,176.3698097,7
2022-03-06,Chin Up,1,0,8
2022-03-06,Chin Up,2,0,6
2022-03-06,Chin Up,3,0,5
2022-03-06,Overhead Press (Barbell),1,154.3235835,9
2022-03-06,Overhead Press (Barbell),2,154.3235835,6
2022-03-06,Overhead Press (Barbell),3,143.3004704,6
2022-03-06,Seated Row (Cable),1,205.0299038,14
2022-03-06,Seated Row (Cable),2,200.6206586,11
2022-03-06,Seated Row (Cable),3,194.0067907,10
2022-03-06,Lateral Raise (Dumbbell),1,30.86471671,24
2022-03-08,Bench Press (Barbell),1,44.09245244,12
2022-03-08,Bench Press (Barbell),2,110.2311311,12
2022-03-08,Bench Press (Barbell),3,176.3698097,4
2022-03-08,Bench Press (Barbell),4,198.416036,6
2022-03-08,Bench Press (Barbell),5,187.3929229,7
2022-03-08,Bench Press (Barbell),6,176.3698097,7
2022-03-08,Chest Fly,1,134.4819799,13
2022-03-08,Chest Fly,2,130.0727347,11
2022-03-08,Chest Fly,3,130.0727347,9
2022-03-08,Overhead Press (Barbell),1,165.3466966,5
2022-03-08,Overhead Press (Barbell),2,154.3235835,6
2022-03-08,Overhead Press (Barbell),3,143.3004704,6
2022-03-08,Lateral Raise (Dumbbell),1,30.86471671,26
2022-03-08,Lateral Raise (Dumbbell),2,30.86471671,16
2022-03-11,Bench Press (Barbell),1,44.09245244,12
2022-03-11,Bench Press (Barbell),2,110.2311311,12
2022-03-11,Bench Press (Barbell),3,176.3698097,3
2022-03-11,Bench Press (Barbell),4,198.416036,7
2022-03-11,Bench Press (Barbell),5,187.3929229,7
2022-03-11,Bench Press (Barbell),6,176.3698097,5
2022-03-11,Chin Up,1,0,8
2022-03-11,Chin Up,2,0,7
2022-03-11,Chin Up,3,0,5
2022-03-11,Overhead Press (Barbell),1,165.3466966,6
2022-03-11,Overhead Press (Barbell),2,154.3235835,7
2022-03-11,Overhead Press (Barbell),3,154.3235835,6
2022-03-11,Seated Row (Cable),1,209.4391491,14
2022-03-11,Seated Row (Cable),2,209.4391491,12
2022-03-11,Seated Row (Cable),3,205.0299038,11
2022-03-11,Bench Press (Barbell),1,44.09245244,12
2022-03-11,Bench Press (Barbell),2,110.2311311,12
2022-03-11,Bench Press (Barbell),3,176.3698097,3
2022-03-11,Bench Press (Barbell),4,198.416036,7
2022-03-11,Bench Press (Barbell),5,187.3929229,7
2022-03-11,Bench Press (Barbell),6,176.3698097,5
2022-03-11,Chin Up,1,0,8
2022-03-11,Chin Up,2,0,7
2022-03-11,Chin Up,3,0,5
2022-03-11,Overhead Press (Barbell),1,165.3466966,6
2022-03-11,Overhead Press (Barbell),2,154.3235835,7
2022-03-11,Overhead Press (Barbell),3,154.3235835,6
2022-03-11,Seated Row (Cable),1,209.4391491,14
2022-03-11,Seated Row (Cable),2,209.4391491,12
2022-03-11,Seated Row (Cable),3,205.0299038,11
2022-03-13,Bench Press (Barbell),1,44.09245244,12
2022-03-13,Bench Press (Barbell),2,110.2311311,12
2022-03-13,Bench Press (Barbell),3,176.3698097,3
2022-03-13,Bench Press (Barbell),4,198.416036,6
2022-03-13,Bench Press (Barbell),5,187.3929229,7
2022-03-13,Bench Press (Barbell),6,176.3698097,7
2022-03-13,Chin Up,1,0,10
2022-03-13,Chin Up,2,0,8
2022-03-13,Chin Up,3,0,5
2022-03-13,Overhead Press (Barbell),1,165.3466966,8
2022-03-13,Overhead Press (Barbell),2,165.3466966,6
2022-03-13,Overhead Press (Barbell),3,154.3235835,6
2022-03-13,Seated Row (Cable),1,220.4622622,12
2022-03-13,Seated Row (Cable),2,213.8483943,11
2022-03-13,Seated Row (Cable),3,209.4391491,9
2022-03-15,Bench Press (Barbell),1,44.09245244,12
2022-03-15,Bench Press (Barbell),2,110.2311311,12
2022-03-15,Bench Press (Barbell),3,176.3698097,3
2022-03-15,Bench Press (Barbell),4,198.416036,7
2022-03-15,Bench Press (Barbell),5,187.3929229,7
2022-03-15,Bench Press (Barbell),6,176.3698097,7
2022-03-15,Chest Fly,1,134.4819799,12
2022-03-15,Chest Fly,2,130.0727347,12
2022-03-15,Chest Fly,3,130.0727347,11
2022-03-15,Overhead Press (Barbell),1,165.3466966,8
2022-03-15,Overhead Press (Barbell),2,165.3466966,6
2022-03-15,Overhead Press (Barbell),3,154.3235835,6
2022-03-15,Lateral Raise (Dumbbell),1,30.86471671,29
2022-03-15,Lateral Raise (Dumbbell),2,30.86471671,19
2022-03-15,Bench Press (Barbell),1,44.09245244,12
2022-03-15,Bench Press (Barbell),2,110.2311311,12
2022-03-15,Bench Press (Barbell),3,176.3698097,3
2022-03-15,Bench Press (Barbell),4,198.416036,7
2022-03-15,Bench Press (Barbell),5,187.3929229,7
2022-03-15,Bench Press (Barbell),6,176.3698097,7
2022-03-15,Chest Fly,1,134.4819799,12
2022-03-15,Chest Fly,2,130.0727347,12
2022-03-15,Chest Fly,3,130.0727347,11
2022-03-15,Overhead Press (Barbell),1,165.3466966,8
2022-03-15,Overhead Press (Barbell),2,165.3466966,6
2022-03-15,Overhead Press (Barbell),3,154.3235835,6
2022-03-15,Lateral Raise (Dumbbell),1,30.86471671,29
2022-03-15,Lateral Raise (Dumbbell),2,30.86471671,19
2022-03-17,Bench Press (Barbell),1,44.09245244,12
2022-03-17,Bench Press (Barbell),2,110.2311311,12
2022-03-17,Bench Press (Barbell),3,176.3698097,3
2022-03-17,Bench Press (Barbell),4,198.416036,7
2022-03-17,Bench Press (Barbell),5,187.3929229,7
2022-03-17,Bench Press (Barbell),6,176.3698097,7
2022-03-17,Chin Up,1,0,9
2022-03-17,Chin Up,2,0,7
2022-03-17,Overhead Press (Barbell),1,165.3466966,8
2022-03-17,Overhead Press (Barbell),2,165.3466966,6
2022-03-17,Overhead Press (Barbell),3,154.3235835,6
2022-03-17,Seated Row (Cable),1,220.4622622,12
2022-03-17,Seated Row (Cable),2,213.8483943,11
2022-03-19,Bench Press (Barbell),1,44.09245244,12
2022-03-19,Bench Press (Barbell),2,110.2311311,12
2022-03-19,Bench Press (Barbell),3,176.3698097,3
2022-03-19,Bench Press (Barbell),4,198.416036,7
2022-03-19,Bench Press (Barbell),5,187.3929229,7
2022-03-19,Bench Press (Barbell),6,176.3698097,7
2022-03-19,Chin Up,1,0,9
2022-03-19,Chin Up,2,0,8
2022-03-19,Chin Up,3,0,5
2022-03-19,Overhead Press (Barbell),1,176.3698097,7
2022-03-19,Overhead Press (Barbell),2,165.3466966,7
2022-03-19,Overhead Press (Barbell),3,165.3466966,6
2022-03-19,Seated Row (Cable),1,220.4622622,12
2022-03-19,Seated Row (Cable),2,213.8483943,11
2022-03-19,Lateral Raise (Dumbbell),1,30.86471671,29
2022-03-19,Lateral Raise (Dumbbell),2,30.86471671,19
2022-03-21,Bench Press (Barbell),1,44.09245244,12
2022-03-21,Bench Press (Barbell),2,110.2311311,12
2022-03-21,Bench Press (Barbell),3,176.3698097,3
2022-03-21,Bench Press (Barbell),4,198.416036,8
2022-03-21,Bench Press (Barbell),5,187.3929229,8
2022-03-21,Bench Press (Barbell),6,176.3698097,6
2022-03-21,Chest Fly,1,134.4819799,12
2022-03-21,Chest Fly,2,130.0727347,12
2022-03-21,Chest Fly,3,130.0727347,10
2022-03-21,Overhead Press (Barbell),1,176.3698097,5
2022-03-21,Overhead Press (Barbell),2,165.3466966,7
2022-03-21,Overhead Press (Barbell),3,165.3466966,6
2022-03-21,Lateral Raise (Dumbbell),1,35.27396195,24
2022-03-21,Lateral Raise (Dumbbell),2,35.27396195,19
2022-03-21,Chest Press (Machine),1,165.3466966,15
2022-03-21,Chest Press (Machine),2,165.3466966,11
2022-03-23,Bench Press (Barbell),1,44.09245244,12
2022-03-23,Bench Press (Barbell),2,110.2311311,12
2022-03-23,Bench Press (Barbell),3,176.3698097,3
2022-03-23,Bench Press (Barbell),4,209.4391491,6
2022-03-23,Bench Press (Barbell),5,198.416036,7
2022-03-23,Bench Press (Barbell),6,187.3929229,7
2022-03-23,Bench Press (Barbell),7,176.3698097,7
2022-03-23,Chin Up,1,0,9
2022-03-23,Chin Up,2,0,7
2022-03-23,Chin Up,3,0,5
2022-03-23,Seated Row (Cable),1,220.4622622,13
2022-03-23,Seated Row (Cable),2,213.8483943,12
2022-03-23,Seated Row (Cable),3,213.8483943,9
2022-03-23,Overhead Press (Barbell),1,176.3698097,6
2022-03-23,Overhead Press (Barbell),2,165.3466966,8
2022-03-23,Overhead Press (Barbell),3,165.3466966,7
2022-03-28,Bench Press (Barbell),1,44.09245244,12
2022-03-28,Bench Press (Barbell),2,110.2311311,12
2022-03-28,Bench Press (Barbell),3,176.3698097,3
2022-03-28,Bench Press (Barbell),4,209.4391491,5
2022-03-28,Bench Press (Barbell),5,198.416036,7
2022-03-28,Bench Press (Barbell),6,187.3929229,8
2022-03-28,Bench Press (Barbell),7,176.3698097,8
2022-03-28,Chest Fly,1,134.4819799,13
2022-03-28,Chest Fly,2,130.0727347,11
2022-03-28,Chest Fly,3,123.4588668,10
2022-03-28,Overhead Press (Barbell),1,176.3698097,4
2022-03-28,Overhead Press (Barbell),2,165.3466966,6
2022-03-28,Overhead Press (Barbell),3,154.3235835,5
2022-03-28,Lateral Raise (Dumbbell),1,35.27396195,25
2022-03-28,Lateral Raise (Dumbbell),2,35.27396195,20
2022-03-28,Chest Press (Machine),1,176.3698097,13
2022-03-28,Chest Press (Machine),2,176.3698097,9
2022-03-30,Bench Press (Barbell),1,44.09245244,12
2022-03-30,Bench Press (Barbell),2,110.2311311,12
2022-03-30,Bench Press (Barbell),3,176.3698097,4
2022-03-30,Bench Press (Barbell),4,209.4391491,5
2022-03-30,Bench Press (Barbell),5,198.416036,7
2022-03-30,Bench Press (Barbell),6,187.3929229,7
2022-03-30,Bench Press (Barbell),7,176.3698097,7
2022-03-30,Chin Up,1,0,10
2022-03-30,Chin Up,2,0,7
2022-03-30,Chin Up,3,0,5
2022-03-30,Seated Row (Cable),1,220.4622622,12
2022-03-30,Seated Row (Cable),2,213.8483943,12
2022-03-30,Seated Row (Cable),3,213.8483943,10
2022-03-30,Bicep Curl (Barbell),1,55.11556555,18
2022-03-30,Bicep Curl (Barbell),2,55.11556555,10
2022-03-30,Bench Press (Barbell),1,44.09245244,12
2022-03-30,Bench Press (Barbell),2,110.2311311,12
2022-03-30,Bench Press (Barbell),3,176.3698097,4
2022-03-30,Bench Press (Barbell),4,209.4391491,5
2022-03-30,Bench Press (Barbell),5,198.416036,7
2022-03-30,Bench Press (Barbell),6,187.3929229,7
2022-03-30,Bench Press (Barbell),7,176.3698097,7
2022-03-30,Chin Up,1,0,10
2022-03-30,Chin Up,2,0,7
2022-03-30,Chin Up,3,0,5
2022-03-30,Seated Row (Cable),1,220.4622622,12
2022-03-30,Seated Row (Cable),2,213.8483943,12
2022-03-30,Seated Row (Cable),3,213.8483943,10
2022-03-30,Bicep Curl (Barbell),1,55.11556555,18
2022-03-30,Bicep Curl (Barbell),2,55.11556555,10
2022-04-03,Bench Press (Barbell),1,44.09245244,12
2022-04-03,Bench Press (Barbell),2,110.2311311,12
2022-04-03,Bench Press (Barbell),3,176.3698097,4
2022-04-03,Bench Press (Barbell),4,209.4391491,6
2022-04-03,Bench Press (Barbell),5,198.416036,8
2022-04-03,Bench Press (Barbell),6,187.3929229,7
2022-04-03,Bench Press (Barbell),7,176.3698097,7
2022-04-03,Chin Up,1,0,10
2022-04-03,Chin Up,2,0,7
2022-04-03,Chin Up,3,0,5
2022-04-03,Overhead Press (Barbell),1,176.3698097,8
2022-04-03,Overhead Press (Barbell),2,165.3466966,7
2022-04-03,Overhead Press (Barbell),3,154.3235835,7
2022-04-03,Seated Row (Cable),1,224.8715074,13
2022-04-03,Seated Row (Cable),2,213.8483943,11
2022-04-03,Seated Row (Cable),3,209.4391491,8
2022-04-05,Bench Press (Barbell),1,44.09245244,12
2022-04-05,Bench Press (Barbell),2,110.2311311,12
2022-04-05,Bench Press (Barbell),3,176.3698097,4
2022-04-05,Bench Press (Barbell),4,214.9507056,5
2022-04-05,Bench Press (Barbell),5,203.9275925,5
2022-04-05,Bench Press (Barbell),6,187.3929229,8
2022-04-05,Bench Press (Barbell),7,176.3698097,8
2022-04-05,Chest Fly,1,141.0958478,13
2022-04-05,Chest Fly,2,130.0727347,12
2022-04-05,Lateral Raise (Dumbbell),1,35.27396195,26
2022-04-05,Lateral Raise (Dumbbell),2,35.27396195,22
2022-04-05,Chest Press (Machine),1,176.3698097,15
2022-04-05,Chest Press (Machine),2,176.3698097,10
2022-04-08,Bench Press (Barbell),1,44.09245244,12
2022-04-08,Bench Press (Barbell),2,110.2311311,12
2022-04-08,Bench Press (Barbell),3,176.3698097,4
2022-04-08,Bench Press (Barbell),4,220.4622622,4
2022-04-08,Bench Press (Barbell),5,209.4391491,5
2022-04-08,Bench Press (Barbell),6,198.416036,6
2022-04-08,Bench Press (Barbell),7,198.416036,5
2022-04-08,Chin Up,1,0,11
2022-04-08,Chin Up,2,0,8
2022-04-08,Chin Up,3,0,5
2022-04-08,Overhead Press (Barbell),1,176.3698097,9
2022-04-08,Overhead Press (Barbell),2,176.3698097,8
2022-04-08,Overhead Press (Barbell),3,176.3698097,6
2022-04-08,Lateral Raise (Dumbbell),1,35.27396195,27
2022-04-08,Lateral Raise (Dumbbell),2,35.27396195,18
2022-04-14,Push Up,1,0,20
2022-04-14,Push Up,2,0,18
2022-04-14,Push Up,3,0,13
2022-04-14,Push Up,4,0,10
2022-04-14,Push Up,5,0,10
2022-04-14,Push Up,1,0,20
2022-04-14,Push Up,2,0,18
2022-04-14,Push Up,3,0,13
2022-04-14,Push Up,4,0,10
2022-04-14,Push Up,5,0,10
2022-04-16,Push Up,1,0,24
2022-04-16,Push Up,2,0,19
2022-04-16,Push Up,3,0,12
2022-04-16,Push Up,4,0,12
2022-04-16,Push Up,5,0,12
2022-04-16,Push Up,1,0,24
2022-04-16,Push Up,2,0,19
2022-04-16,Push Up,3,0,12
2022-04-16,Push Up,4,0,12
2022-04-16,Push Up,5,0,12
2022-04-20,Push Up,1,0,25
2022-04-20,Push Up,2,0,19
2022-04-20,Push Up,3,0,14
2022-04-20,Push Up,4,0,14
2022-04-20,Push Up,5,0,12
2022-04-22,Push Up,1,0,25
2022-04-22,Push Up,2,0,17
2022-04-22,Push Up,3,0,14
2022-04-22,Push Up,4,0,14
2022-04-22,Push Up,5,0,12
2022-04-22,Push Up,1,0,25
2022-04-22,Push Up,2,0,17
2022-04-22,Push Up,3,0,14
2022-04-22,Push Up,4,0,14
2022-04-22,Push Up,5,0,12
2022-04-24,Push Up,1,0,26
2022-04-24,Push Up,2,0,18
2022-04-24,Push Up,3,0,14
2022-04-24,Push Up,4,0,14
2022-04-24,Push Up,5,0,11
2022-04-26,Push Up,1,0,26
2022-04-26,Push Up,2,0,18
2022-04-26,Push Up,3,0,15
2022-04-26,Push Up,4,0,14
2022-04-26,Push Up,5,0,13
2022-04-29,Push Up,1,0,27
2022-04-29,Push Up,2,0,19
2022-04-29,Push Up,3,0,16
2022-04-29,Push Up,4,0,16
2022-04-29,Push Up,5,0,13
2022-05-01,Push Up,1,0,28
2022-05-01,Push Up,2,0,19
2022-05-01,Push Up,3,0,16
2022-05-01,Push Up,4,0,16
2022-05-01,Push Up,5,0,13
2022-05-03,Push Up,1,0,28
2022-05-03,Push Up,2,0,19
2022-05-03,Push Up,3,0,17
2022-05-03,Push Up,4,0,15
2022-05-03,Push Up,5,0,12
2022-05-03,Push Up,1,0,28
2022-05-03,Push Up,2,0,19
2022-05-03,Push Up,3,0,17
2022-05-03,Push Up,4,0,15
2022-05-03,Push Up,5,0,12
2022-05-05,Push Up,1,0,28
2022-05-05,Push Up,2,0,20
2022-05-05,Push Up,3,0,17
2022-05-05,Push Up,4,0,15
2022-05-05,Push Up,5,0,13
2022-05-05,Push Up,1,0,28
2022-05-05,Push Up,2,0,20
2022-05-05,Push Up,3,0,17
2022-05-05,Push Up,4,0,15
2022-05-05,Push Up,5,0,13
2022-05-07,Push Up,1,0,28
2022-05-07,Push Up,2,0,21
2022-05-07,Push Up,3,0,18
2022-05-07,Push Up,4,0,16
2022-05-07,Push Up,5,0,16
2022-05-09,Push Up,1,0,29
2022-05-09,Push Up,2,0,21
2022-05-09,Push Up,3,0,18
2022-05-09,Push Up,4,0,17
2022-05-09,Push Up,5,0,16
2022-05-09,Push Up,1,0,29
2022-05-09,Push Up,2,0,21
2022-05-09,Push Up,3,0,18
2022-05-09,Push Up,4,0,17
2022-05-09,Push Up,5,0,16
2022-05-11,Push Up,1,0,30
2022-05-11,Push Up,2,0,22
2022-05-11,Push Up,3,0,18
2022-05-11,Push Up,4,0,17
2022-05-11,Push Up,5,0,16
2022-05-17,Bench Press (Barbell),1,44.09245244,12
2022-05-17,Bench Press (Barbell),2,110.2311311,12
2022-05-17,Bench Press (Barbell),3,176.3698097,3
2022-05-17,Bench Press (Barbell),4,198.416036,6
2022-05-17,Bench Press (Barbell),5,187.3929229,7
2022-05-17,Bench Press (Barbell),6,187.3929229,6
2022-05-17,Bench Press (Barbell),7,176.3698097,7
2022-05-17,Chest Fly,1,130.0727347,14
2022-05-17,Chest Fly,2,130.0727347,12
2022-05-17,Chest Fly,3,130.0727347,9
2022-05-17,Overhead Press (Barbell),1,165.3466966,5
2022-05-17,Overhead Press (Barbell),2,154.3235835,7
2022-05-17,Overhead Press (Barbell),3,154.3235835,6
2022-05-17,Lateral Raise (Dumbbell),1,35.27396195,22
2022-05-17,Lateral Raise (Dumbbell),2,35.27396195,16
2022-05-19,Bench Press (Barbell),1,44.09245244,12
2022-05-19,Bench Press (Barbell),2,110.2311311,12
2022-05-19,Bench Press (Barbell),3,176.3698097,4
2022-05-19,Bench Press (Barbell),4,209.4391491,5
2022-05-19,Bench Press (Barbell),5,198.416036,5
2022-05-19,Bench Press (Barbell),6,187.3929229,6
2022-05-19,Bench Press (Barbell),7,176.3698097,8
2022-05-19,Chin Up,1,0,10
2022-05-19,Chin Up,2,0,6
2022-05-19,Overhead Press (Barbell),1,165.3466966,8
2022-05-19,Overhead Press (Barbell),2,165.3466966,7
2022-05-19,Overhead Press (Barbell),3,165.3466966,6
2022-05-19,Seated Row (Machine),1,220.4622622,9
2022-05-19,Seated Row (Machine),2,209.4391491,9
2022-05-19,Lateral Raise (Dumbbell),1,35.27396195,22
2022-05-19,Bench Press (Barbell),1,44.09245244,12
2022-05-19,Bench Press (Barbell),2,110.2311311,12
2022-05-19,Bench Press (Barbell),3,176.3698097,4
2022-05-19,Bench Press (Barbell),4,209.4391491,5
2022-05-19,Bench Press (Barbell),5,198.416036,5
2022-05-19,Bench Press (Barbell),6,187.3929229,6
2022-05-19,Bench Press (Barbell),7,176.3698097,8
2022-05-19,Chin Up,1,0,10
2022-05-19,Chin Up,2,0,6
2022-05-19,Overhead Press (Barbell),1,165.3466966,8
2022-05-19,Overhead Press (Barbell),2,165.3466966,7
2022-05-19,Overhead Press (Barbell),3,165.3466966,6
2022-05-19,Seated Row (Machine),1,220.4622622,9
2022-05-19,Seated Row (Machine),2,209.4391491,9
2022-05-19,Lateral Raise (Dumbbell),1,35.27396195,22
2022-05-21,Bench Press (Barbell),1,44.09245244,12
2022-05-21,Bench Press (Barbell),2,110.2311311,12
2022-05-21,Bench Press (Barbell),3,176.3698097,4
2022-05-21,Bench Press (Barbell),4,209.4391491,4
2022-05-21,Bench Press (Barbell),5,198.416036,5
2022-05-21,Bench Press (Barbell),6,187.3929229,6
2022-05-21,Bench Press (Barbell),7,176.3698097,8
2022-05-21,Chin Up,1,0,10
2022-05-21,Chin Up,2,0,8
2022-05-21,Chin Up,3,0,4
2022-05-21,Overhead Press (Barbell),1,176.3698097,7
2022-05-21,Overhead Press (Barbell),2,176.3698097,6
2022-05-21,Overhead Press (Barbell),3,176.3698097,6
2022-05-21,Seated Row (Cable),1,220.4622622,10
2022-05-21,Seated Row (Cable),2,209.4391491,9
2022-05-21,Seated Row (Cable),3,200.6206586,7
2022-05-21,Lateral Raise (Dumbbell),1,35.27396195,20
2022-05-21,Bench Press (Barbell),1,44.09245244,12
2022-05-21,Bench Press (Barbell),2,110.2311311,12
2022-05-21,Bench Press (Barbell),3,176.3698097,4
2022-05-21,Bench Press (Barbell),4,209.4391491,4
2022-05-21,Bench Press (Barbell),5,198.416036,5
2022-05-21,Bench Press (Barbell),6,187.3929229,6
2022-05-21,Bench Press (Barbell),7,176.3698097,8
2022-05-21,Chin Up,1,0,10
2022-05-21,Chin Up,2,0,8
2022-05-21,Chin Up,3,0,4
2022-05-21,Overhead Press (Barbell),1,176.3698097,7
2022-05-21,Overhead Press (Barbell),2,176.3698097,6
2022-05-21,Overhead Press (Barbell),3,176.3698097,6
2022-05-21,Seated Row (Cable),1,220.4622622,10
2022-05-21,Seated Row (Cable),2,209.4391491,9
2022-05-21,Seated Row (Cable),3,200.6206586,7
2022-05-21,Lateral Raise (Dumbbell),1,35.27396195,20
2022-05-23,Bench Press (Barbell),1,44.09245244,12
2022-05-23,Bench Press (Barbell),2,110.2311311,12
2022-05-23,Bench Press (Barbell),3,176.3698097,4
2022-05-23,Bench Press (Barbell),4,209.4391491,5
2022-05-23,Bench Press (Barbell),5,198.416036,6
2022-05-23,Bench Press (Barbell),6,187.3929229,7
2022-05-23,Bench Press (Barbell),7,187.3929229,6
2022-05-23,Chest Fly,1,134.4819799,12
2022-05-23,Chest Fly,2,130.0727347,12
2022-05-23,Chest Fly,3,130.0727347,10
2022-05-23,Overhead Press (Barbell),1,176.3698097,5
2022-05-23,Overhead Press (Barbell),2,165.3466966,6
2022-05-23,Lateral Raise (Dumbbell),1,35.27396195,25
2022-05-25,Bench Press (Barbell),1,44.09245244,12
2022-05-25,Bench Press (Barbell),2,110.2311311,12
2022-05-25,Bench Press (Barbell),3,176.3698097,4
2022-05-25,Bench Press (Barbell),4,209.4391491,5
2022-05-25,Bench Press (Barbell),5,198.416036,6
2022-05-25,Bench Press (Barbell),6,187.3929229,7
2022-05-25,Bench Press (Barbell),7,187.3929229,6
2022-05-25,Chin Up,1,0,10
2022-05-25,Chin Up,2,0,9
2022-05-25,Chin Up,3,0,7
2022-05-25,Overhead Press (Barbell),1,176.3698097,7
2022-05-25,Overhead Press (Barbell),2,176.3698097,7
2022-05-25,Overhead Press (Barbell),3,176.3698097,6
2022-05-25,Seated Row (Cable),1,220.4622622,10
2022-05-25,Seated Row (Cable),2,209.4391491,9
2022-05-25,Seated Row (Cable),3,200.6206586,8
2022-05-25,Lateral Raise (Dumbbell),1,35.27396195,25
2022-05-28,Bench Press (Barbell),1,44.09245244,12
2022-05-28,Bench Press (Barbell),2,110.2311311,12
2022-05-28,Bench Press (Barbell),3,176.3698097,4
2022-05-28,Bench Press (Barbell),4,209.4391491,6
2022-05-28,Bench Press (Barbell),5,198.416036,7
2022-05-28,Bench Press (Barbell),6,198.416036,6
2022-05-28,Bench Press (Barbell),7,187.3929229,6
2022-05-28,Chin Up,1,0,10
2022-05-28,Chin Up,2,0,8
2022-05-28,Chin Up,3,0,7
2022-05-28,Overhead Press (Barbell),1,187.3929229,7
2022-05-28,Overhead Press (Barbell),2,187.3929229,5
2022-05-28,Overhead Press (Barbell),3,176.3698097,6
2022-05-28,Seated Row (Cable),1,220.4622622,11
2022-05-28,Seated Row (Cable),2,209.4391491,10
2022-05-28,Seated Row (Cable),3,200.6206586,8
2022-05-28,Bicep Curl (Barbell),1,55.11556555,11
2022-05-28,Lateral Raise (Dumbbell),1,35.27396195,25
2022-05-30,Bench Press (Barbell),1,44.09245244,12
2022-05-30,Bench Press (Barbell),2,110.2311311,12
